accession_id,is_expressed,6dc4e6bf-a8f6-4280-af19-5ed501969f01,86e3408b-76a3-4834-b85e-4d2a07677304,a44df6fa-36a7-4500-90fd-d62baf48ef52,3abbb570-87ad-44c5-b66d-141f63b0ca8b,a4fc56a4-2493-451a-9b30-5aa38258bcce,be8e6554-07ae-4ec2-8be0-8598556467c9,d68e848a-5464-4471-88bd-3faf7e088d91,f3a7612e-35c3-43be-8f96-795874f8225c,0d003664-43ff-4eb5-b6c0-28ba7f26ee64,0f40e7fd-789f-49f7-a797-76bbe3c84f47,e83d4619-5e2b-4da7-8c05-93611ea76c85,f424bcaa-7212-4abc-8110-cff56b85c85a,86b5eaae-717c-4806-be60-7ffcab935908,265fa10b-9393-4c95-99a0-df47069deaac,ff79f645-81f1-4a3b-ae72-adc169f30143,ed76d786-d744-4067-b288-5fe2dc06a310,52fed7ff-b663-4fc1-a294-57776659175a,8f6d8863-21b1-4469-b233-21bb7c9b954c,41cd380c-ab97-451e-80b7-3d9653a1e909,e351b00e-5462-4be5-a57c-162a9b7b996e,ddde9a13-c70c-464c-8066-65a88ab92dc7,e4b1e8c9-5921-436d-8f6a-9af5b5baea8e,8ecef704-ed0f-4700-a34e-46a174033332,02fc7dd7-7e17-4930-8424-52173c33b29b,e896f815-d8df-42cc-bdf6-04deb50f6c1a,37fb952c-2a89-4903-98b9-6f6d36743218,85236a1e-2adb-459b-b868-b9486d9a285e,557f6cb1-95e3-4c8c-b253-538a415b0d07,d0982681-8799-412d-a868-81078e4a6560,0f7a5400-3b1d-42d3-b47a-2979084bf616,7e975ee3-173d-4315-aacf-c201122d9868,81ec1c9c-36c0-48e8-929a-8273d1d3febe,eaf6af76-2b28-4128-9371-a3d928d72370,8334ded1-3815-4766-8861-6fa8313fab6b,7f06d0ce-d5ac-4a70-97ea-0ebb8e8b0f67,a4c3a7ab-2ddd-415d-a222-fd3dd1c01231,aef6b437-1da5-4f69-970b-977cdc9cd5c5,3be37b85-90eb-4f47-909a-8be730172d92,0895e2a3-5571-4ee2-b715-a424d0c9fec4,475e779f-c6b7-4f7c-9616-f2c47b9b97a5,f1d9de11-d45a-4443-ac6a-1f58888b6fcc,f4987886-cc3e-4423-84ae-84911abcd473,d7438c8a-6e39-4139-92e7-2aa05bae5d40,91b36078-362b-4909-ac90-1b2d1ea4a545,415d3af2-fc41-43d5-b185-6a09946b9e84,a00a04b4-8de5-4f18-9dc2-531e21aa5167,dc300e50-f729-4d0e-8a33-606e95d91c95,585f73db-7dc1-49d8-a601-f8d33b318a95,646eb67c-2e86-4f89-867f-78c31eff5fe0,b70a538a-a0d7-4a0f-ab48-fd7b4457bfd3,aafbf8fb-290d-408e-b104-241b7d492895,3d4b6861-2763-451d-ae0a-6a5adfc591ec,8ec31b5f-bb8d-4c61-aac5-3204b66e81e2,a576843f-a9f7-47cf-a52f-7f01066fa160,54fb48bb-ab47-4870-beb0-5713d15d8b58,ba7c9ae6-bb71-4bb4-8f3d-f2041f62896f
MIMAT0004550,1,35,25,10,14,43,5,155,32,56,20,35,63,181,89,12,13,70,22,25,41,32,164,22,7,121,26,2,131,21,221,112,27,11,18,7,21,21,55,19,5,5,33,19,6,13,32,76,40,11,37,8,32,37,145,147,23
MIMAT0004551,1,4,16,9,3,7,2,6,17,1,13,14,9,16,11,8,4,11,13,6,28,14,8,1,2,18,8,5,8,18,14,11,7,2,3,10,15,2,9,4,2,11,7,2,19,9,4,7,2,38,12,6,13,13,14,30,5
MIMAT0004552,1,4,41,8,2,15,1,4,0,4,27,3,1,21,34,10,4,33,8,4,14,2,11,9,0,20,3,0,3,5,8,4,13,2,2,0,4,15,7,9,0,5,10,4,2,4,5,9,2,3,12,7,8,31,43,8,13
MIMAT0004553,1,60,118,37,56,124,118,49,30,44,320,29,170,88,62,26,41,77,40,24,59,21,53,52,35,73,24,152,66,25,56,43,43,54,32,34,17,58,223,67,34,268,18,32,506,29,51,112,35,155,49,11,41,160,156,73,105
MIMAT0004554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MIMAT0004555,1,3,12,19,1,5,0,2,0,1,1,3,56,8,4,4,0,1,4,8,30,0,17,0,2,1,0,54,5,10,42,4,3,11,5,49,8,0,5,4,0,20,2,5,0,4,0,3,1,0,1,1,4,3,7,14,12
MIMAT0004556,1,8,98,13,10,22,5,14,18,13,17,43,20,46,19,10,13,45,30,11,49,8,56,16,15,50,7,10,42,26,22,13,19,9,3,5,34,14,36,42,10,4,31,29,110,11,1,36,13,8,19,18,14,53,91,238,34
MIMAT0004557,0,2,1,0,0,3,3,0,1,0,1,2,7,3,2,1,2,2,3,0,3,1,2,0,0,1,0,5,2,2,2,1,4,0,1,2,0,0,5,2,0,1,1,4,4,1,1,3,2,0,2,0,3,2,6,5,0
MIMAT0004558,1,177,2045,1174,1823,1304,2314,777,710,504,667,917,996,883,824,1981,745,1573,1127,677,4877,1449,15190,2292,1113,2386,665,150,2987,3959,1914,597,1718,829,643,389,1289,1134,1665,1880,346,814,924,1000,965,1209,681,960,489,1909,518,1149,829,711,13110,3422,1106
MIMAT0004559,1,15,119,28,40,39,23,153,5,12,103,43,72,26,94,65,56,52,60,8,86,24,479,29,48,89,40,9,143,311,103,36,22,55,9,90,109,33,75,127,14,211,48,34,165,24,40,32,33,128,47,158,287,60,518,274,59
MIMAT0004560,0,0,4,2,1,3,7,2,3,4,3,1,9,1,5,0,9,10,3,2,1,11,9,5,1,1,2,3,8,17,15,1,3,1,3,7,5,1,1,1,3,9,1,2,20,3,3,1,2,4,3,2,10,17,11,2,10
MIMAT0004561,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,2,4,0,1,0,0,0,1,0,4,2,0,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,13,5,1,0,13,1,0,0,16,0,0,0,0
MIMAT0004562,0,0,0,1,2,0,8,6,0,0,0,2,0,14,10,3,0,2,2,2,0,7,10,0,0,0,0,2,0,2,10,2,0,1,0,8,1,0,6,0,1,9,1,0,0,3,0,0,0,3,0,1,1,0,5,18,3
MIMAT0004563,1,1648,18201,13752,12867,14025,9067,7458,4885,7093,3288,8766,11087,13152,10773,5726,4667,21112,12452,3275,22299,16807,14567,4986,10523,17223,9757,880,10951,17606,12076,4638,7377,8190,5631,2697,26001,7487,14799,15321,7673,3218,16580,6741,1889,5890,2779,12228,5119,2664,2831,13740,6840,8037,52856,54827,11510
MIMAT0004564,1,18,55,62,52,34,73,30,14,18,64,42,102,66,63,25,18,80,74,14,54,39,73,26,23,39,19,10,75,60,22,30,44,41,20,39,68,49,82,74,41,27,74,51,27,37,9,64,30,11,24,34,37,65,185,164,73
MIMAT0004565,0,0,8,0,0,1,3,1,0,0,3,0,1,3,2,1,2,5,0,0,5,0,1,3,1,2,0,0,0,0,1,0,1,1,0,2,0,1,1,3,1,0,0,3,0,0,0,1,0,1,1,1,1,4,3,5,0
MIMAT0004566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIMAT0004567,0,6,4,1,5,8,5,6,0,1,2,1,3,9,0,4,3,6,7,3,1,1,4,6,2,2,1,2,7,5,5,3,1,0,2,0,7,1,8,6,2,3,4,1,1,7,4,2,5,5,3,3,2,7,18,6,1
MIMAT0004568,0,0,12,4,4,4,8,1,0,1,2,3,1,2,7,5,6,4,7,0,2,8,7,2,2,3,0,2,1,4,5,3,9,0,2,1,15,4,3,1,0,2,2,0,0,0,2,4,0,0,2,0,1,3,6,9,0
MIMAT0004569,1,0,47,7,18,11,6,7,1,2,5,6,6,13,9,9,2,20,23,6,19,7,13,6,11,14,10,1,18,10,13,5,12,1,5,1,21,5,6,9,10,9,4,3,0,4,6,18,10,2,5,10,8,10,18,27,1
MIMAT0004570,1,8,46,3,5,10,2,0,0,0,5,3,3,18,17,16,1,7,5,4,6,16,4,2,1,2,0,10,0,10,22,5,4,0,13,1,4,5,6,2,11,2,2,0,2,5,5,1,8,1,9,2,4,14,1,6,2
MIMAT0004571,1,8,8,37,103,41,80,48,23,19,44,37,43,45,44,45,45,47,35,31,3,22,51,31,3,82,12,72,54,93,126,39,39,15,36,56,27,11,157,22,6,85,7,38,39,20,19,34,28,66,6,37,34,32,33,91,51
MIMAT0004584,1,15,178,77,57,121,175,86,29,23,21,58,50,195,94,73,124,215,90,57,108,47,76,34,32,123,55,18,90,157,97,87,50,47,59,38,197,39,142,132,23,63,64,17,33,93,56,55,42,66,32,154,185,156,276,259,92
MIMAT0004585,1,51,617,198,96,198,257,63,55,31,106,114,205,354,202,152,163,500,193,56,217,108,208,187,166,153,190,64,135,421,303,140,219,86,111,29,484,49,573,147,69,99,70,34,49,107,41,127,106,32,47,305,233,274,276,716,327
MIMAT0004586,1,18,75,54,56,53,173,25,30,30,219,165,195,118,85,125,110,114,92,24,147,130,84,61,16,60,43,183,30,106,224,49,93,35,39,62,97,50,285,94,31,308,25,20,85,39,116,50,46,59,45,65,137,67,260,151,104
MIMAT0004587,0,0,1,2,2,1,0,0,1,0,0,2,2,2,1,0,0,0,0,0,1,2,3,0,1,0,0,0,2,4,0,0,1,1,0,0,1,1,2,2,0,1,1,2,1,1,0,1,1,0,0,0,2,2,2,6,0
MIMAT0004588,1,8,12,14,48,17,38,10,3,9,8,26,28,27,21,32,17,21,22,11,36,21,27,22,15,15,8,21,28,51,18,7,15,10,11,46,30,27,25,25,24,24,21,22,6,19,17,18,28,8,10,18,9,32,32,72,32
MIMAT0004589,1,0,5,17,6,5,5,5,1,0,6,8,5,6,11,6,5,4,4,2,16,10,4,1,0,17,3,6,3,9,2,1,5,3,2,5,6,3,8,3,2,1,5,3,3,3,2,5,5,24,6,2,9,3,5,10,3
MIMAT0004592,0,0,6,0,3,3,4,1,0,2,1,4,1,0,2,2,4,6,2,0,4,0,1,1,1,3,2,0,0,3,1,1,2,0,0,0,3,2,1,0,1,0,4,2,0,0,1,3,1,0,1,1,0,3,6,14,3
MIMAT0004593,0,0,5,5,2,2,2,0,1,0,0,6,1,14,0,2,1,3,2,1,3,1,2,0,0,1,1,0,1,2,0,0,1,0,1,0,2,2,7,2,1,2,3,0,0,2,1,5,1,0,3,1,2,6,0,3,2
MIMAT0004594,0,0,15,3,4,2,2,2,0,0,4,3,3,8,6,5,3,7,7,6,8,2,6,5,2,9,2,0,4,7,4,4,12,3,3,2,5,1,5,4,5,7,3,2,2,4,1,8,4,0,2,2,10,13,18,10,13
MIMAT0004595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MIMAT0004596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIMAT0004597,1,395,2718,330,455,622,516,652,81,232,828,426,501,1704,1537,801,515,1813,1020,385,1578,287,1175,592,450,1576,436,473,1284,1200,562,690,850,363,562,483,1580,447,701,993,636,525,690,598,270,465,520,880,650,470,743,736,560,2365,3635,1299,1316
MIMAT0004598,1,412,1056,733,1580,787,2332,1420,259,825,435,422,1261,2688,2356,889,1053,1015,663,865,1914,412,2257,494,547,5007,1097,238,1729,2992,1257,878,682,1090,673,754,587,387,3681,1898,74,385,1166,750,586,1100,891,1753,427,1218,727,896,2394,1095,13821,5460,1969
MIMAT0004599,1,24,214,423,230,316,187,122,37,57,38,144,169,302,207,155,121,354,279,111,287,155,167,62,160,456,146,29,214,448,212,94,138,135,155,43,666,312,247,261,74,67,171,121,22,215,90,273,70,79,60,228,219,301,577,412,230
MIMAT0004600,1,105,74,15,48,52,41,22,4,13,11,64,8,379,165,113,10,114,36,18,40,25,29,9,20,92,17,22,41,39,15,55,326,22,25,3,29,29,47,49,16,50,26,44,17,37,61,71,59,55,35,20,116,81,89,56,75
MIMAT0004601,1,27,75,48,70,43,49,63,10,25,65,44,57,73,64,67,9,141,101,15,141,45,97,40,42,134,29,29,73,107,34,42,46,32,27,50,135,63,63,96,29,3,52,67,27,22,18,95,43,23,44,52,60,138,185,124,114
MIMAT0004602,1,1,13,24,4,19,24,7,2,1,6,12,10,9,9,4,13,8,12,2,14,7,11,5,6,6,6,7,4,13,12,3,7,5,2,9,2,4,20,19,1,7,9,8,4,3,3,7,5,1,5,4,1,14,27,42,21
MIMAT0004603,1,1,50,7,10,18,15,18,9,21,12,14,18,42,73,53,18,80,26,27,90,14,36,37,47,47,17,21,36,40,16,11,31,17,15,2,67,9,30,26,19,28,38,21,27,5,5,40,14,18,17,24,13,72,141,90,20
MIMAT0004604,1,123,1225,620,745,631,882,528,188,309,303,417,498,976,871,463,1195,1739,735,340,1559,1021,737,411,581,1353,1120,102,846,14012,623,298,676,512,339,156,1010,707,685,1032,276,255,899,326,172,372,221,746,299,247,249,720,429,568,3185,3752,928
MIMAT0004605,0,0,2,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MIMAT0004606,1,2,12,14,7,7,23,14,2,3,10,13,8,19,23,5,11,11,17,3,18,6,21,6,7,21,12,2,24,364,18,15,21,15,5,5,20,14,11,20,7,3,20,12,2,5,7,10,3,5,3,12,8,24,95,79,15
MIMAT0004607,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
MIMAT0004608,0,0,18,0,0,0,0,0,0,1,5,2,0,10,0,0,0,37,0,0,0,0,3,0,3,24,0,1,0,0,0,3,6,5,0,0,4,0,10,5,0,0,1,1,0,0,0,0,1,0,4,4,41,0,8,4,15
MIMAT0004609,0,1,1,15,1,19,1,1,3,0,1,3,4,2,6,0,5,9,0,3,0,4,1,6,0,2,1,0,4,1,4,3,2,1,0,0,1,4,1,2,2,2,1,0,4,9,3,7,2,1,2,0,2,9,0,5,5
MIMAT0004610,1,3,64,1,3,3,2,4,1,2,3,2,1,17,16,4,8,30,3,3,20,1,6,4,1,10,8,1,0,14,7,2,5,0,4,0,3,0,7,1,3,3,3,0,0,2,5,10,4,1,4,5,3,9,1,0,5
MIMAT0004611,1,5,27,8,6,7,10,7,0,6,2,15,18,16,20,25,20,20,16,10,15,1,25,7,12,29,8,3,12,27,48,7,10,5,2,0,34,5,18,17,2,11,4,0,2,6,10,6,13,7,6,17,23,22,69,66,19
MIMAT0004612,0,1,1,0,0,0,2,0,0,1,1,2,3,0,2,1,3,1,0,0,1,0,1,0,0,0,0,0,1,0,2,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,2,0,0,1,0,1,2,0,0
MIMAT0004613,0,0,8,2,2,2,0,3,0,1,3,1,1,5,4,0,9,8,3,2,4,3,8,0,0,12,0,0,0,7,2,1,0,2,2,0,4,0,4,0,0,3,2,0,1,4,1,1,1,4,0,8,14,2,4,4,3
MIMAT0004614,1,238,1032,1139,901,838,410,698,106,1170,778,484,503,2208,1611,774,610,2085,977,618,977,337,1359,1974,530,2395,1987,265,1040,1555,846,963,477,508,260,351,1215,466,1432,1360,197,896,409,529,428,390,681,660,874,560,368,1248,1287,1363,41145,2274,611
MIMAT0004615,1,3,8,6,0,3,8,8,2,1,3,2,5,10,11,5,1,6,4,1,10,2,12,9,2,4,3,3,5,7,4,4,7,2,2,2,6,4,1,5,4,6,8,3,1,1,1,2,6,3,2,3,8,8,36,22,9
MIMAT0004657,1,21,252,31,41,122,141,74,14,36,31,39,32,140,123,53,41,89,58,88,144,45,209,31,26,142,41,29,79,302,86,65,38,90,104,62,34,34,159,147,14,40,60,31,79,158,77,92,126,50,134,23,257,113,511,221,119
MIMAT0004658,0,0,14,1,0,2,3,3,0,0,4,6,0,10,5,1,1,4,2,1,3,0,0,0,3,2,0,3,0,8,4,1,2,1,5,2,4,0,2,2,2,0,0,0,0,0,0,2,3,2,3,2,3,4,3,0,4
MIMAT0004671,0,0,2,3,1,6,0,5,0,2,2,7,2,6,4,1,4,3,1,0,9,6,3,9,5,3,1,1,1,8,14,6,4,5,2,0,8,10,1,8,2,7,0,1,6,6,8,2,8,7,0,3,0,7,15,9,5
MIMAT0004672,1,50,869,584,418,427,523,855,169,136,246,293,356,1277,785,823,953,1018,805,267,1335,410,1306,427,313,1323,211,237,554,2700,1653,502,723,561,275,370,1394,172,1179,1188,132,745,527,677,520,400,521,1002,270,504,541,634,1614,1945,4751,1798,1032
MIMAT0004673,1,36,117,186,75,113,162,92,72,23,48,79,247,203,76,82,71,128,56,77,109,70,68,57,37,376,100,68,91,74,159,106,48,60,49,124,77,81,128,38,45,49,33,39,21,78,103,96,108,61,102,105,46,79,331,213,100
MIMAT0004674,0,0,3,0,1,2,2,1,1,0,0,2,3,0,3,5,2,2,3,2,0,0,3,0,0,7,0,0,4,2,3,0,0,1,0,4,3,0,2,3,0,0,3,1,2,1,2,2,0,1,0,2,0,1,4,2,0
MIMAT0004675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
MIMAT0004676,0,0,0,1,2,1,1,2,1,1,3,0,4,9,3,0,0,5,1,1,1,1,0,2,0,1,0,0,5,0,1,0,1,2,0,4,1,1,3,2,3,2,1,2,1,2,2,2,0,1,2,6,0,6,2,7,24
MIMAT0004677,1,0,8,0,0,4,4,3,0,0,2,0,5,4,3,2,0,6,6,1,7,0,7,8,2,7,6,1,11,4,3,2,2,9,2,3,11,4,4,9,3,2,4,10,0,0,0,4,2,0,2,7,0,6,32,32,35
MIMAT0004678,1,37,318,314,127,504,214,223,71,84,71,281,200,196,132,111,369,308,187,32,481,165,383,141,71,268,253,54,224,227,301,93,172,94,44,28,92,97,238,751,104,185,155,51,35,81,119,56,107,35,207,216,52,394,1001,593,390
MIMAT0004679,0,0,6,10,2,6,2,1,0,1,0,9,0,2,71,0,24,0,0,1,1,14,2,1,1,4,2,2,0,8,5,1,1,6,0,6,3,15,17,2,0,0,1,2,0,6,0,2,4,3,7,0,2,3,11,7,1
MIMAT0004680,1,8,36,23,29,26,48,38,29,28,23,20,56,53,39,24,33,37,51,8,42,47,27,16,24,39,9,14,87,48,36,24,14,35,12,23,55,16,79,32,8,18,23,19,41,14,21,28,20,36,10,51,27,60,87,29,14
MIMAT0004681,1,2,23,11,9,4,19,9,2,0,12,7,16,14,21,4,6,9,7,1,7,11,8,0,0,7,4,3,7,13,8,4,4,7,8,11,6,3,22,6,4,4,6,1,3,4,3,18,7,1,8,8,9,15,12,18,12
MIMAT0004682,1,98,1105,52,124,221,184,276,15,44,249,106,169,764,207,169,153,461,259,87,293,64,370,329,158,381,167,311,341,429,388,125,183,148,106,185,315,90,272,183,82,115,229,100,280,74,153,150,155,87,155,333,224,738,910,901,312
MIMAT0004683,0,0,10,5,2,3,5,1,0,0,10,2,2,3,2,6,3,7,6,1,5,0,3,0,2,4,2,13,0,4,3,5,1,1,1,3,6,0,4,2,1,1,0,1,7,0,2,2,3,4,0,6,2,10,4,3,2
MIMAT0004687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIMAT0004688,1,1388,3729,292,1092,636,1816,1153,285,576,1045,584,853,2164,1978,1699,1421,2449,2031,351,3005,583,4059,339,1231,2760,1436,820,3881,1526,1088,1050,1266,787,663,651,1846,1042,2227,2509,840,888,1278,203,1497,598,690,2059,2395,1753,1026,1233,681,3310,9498,2897,1505
MIMAT0004689,0,0,1,2,2,2,6,0,1,1,0,9,5,0,3,2,2,4,5,1,3,3,2,1,0,3,1,0,3,34,2,3,1,1,2,3,5,4,6,2,3,1,3,3,0,2,1,8,1,0,2,1,0,5,7,10,2
MIMAT0004690,0,0,0,0,0,0,0,0,1,1,1,0,6,1,0,0,1,0,1,0,0,1,0,2,0,3,1,0,0,10,1,0,1,0,0,1,0,0,3,2,0,1,0,0,0,0,0,1,0,1,1,0,0,0,2,8,2
MIMAT0004692,1,16,65,13,12,19,23,18,9,10,23,26,35,81,123,79,16,50,34,19,56,26,58,3,28,38,13,15,87,51,47,59,43,17,16,22,55,17,58,31,20,21,19,10,29,30,23,23,29,26,17,30,23,57,68,67,43
MIMAT0004693,1,10,152,58,27,56,23,46,6,4,13,74,131,68,24,95,62,105,65,12,68,33,83,41,27,46,48,16,82,99,106,47,29,25,11,11,81,10,60,119,17,18,22,18,14,18,13,38,42,31,40,84,252,151,291,260,170
MIMAT0004694,1,28,127,29,109,73,15,57,5,17,32,128,312,41,62,18,36,73,15,10,32,29,124,159,9,24,13,26,49,36,77,29,24,26,24,8,10,6,27,109,22,105,22,69,86,231,50,16,25,3,20,21,15,54,28,127,158
MIMAT0004695,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,11,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,2,1
MIMAT0004696,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MIMAT0004697,1,54,229,171,244,214,153,308,93,68,279,219,184,390,127,138,66,152,156,108,540,372,180,119,70,228,93,233,234,286,263,133,136,95,121,253,238,168,425,214,111,333,95,121,543,178,129,96,205,164,171,202,250,245,432,485,174
MIMAT0004698,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
MIMAT0004699,1,0,3,6,5,11,7,5,1,1,13,11,9,3,6,3,9,2,5,7,6,4,6,1,1,2,5,11,10,6,8,6,2,5,8,3,4,6,7,5,8,12,4,7,10,4,10,0,9,4,9,2,11,10,3,3,4
MIMAT0004700,1,0,14,18,2,2,7,8,7,5,5,11,10,16,4,7,8,10,2,1,8,4,11,5,1,5,2,3,7,22,14,5,2,5,0,19,7,5,21,8,1,5,4,2,4,3,3,19,10,7,4,5,8,19,31,29,13
MIMAT0004701,1,0,22,1,1,3,1,3,3,4,14,6,4,4,5,4,3,2,1,1,3,4,7,1,1,2,2,4,5,3,7,2,8,3,4,2,10,2,7,5,1,2,2,1,1,1,3,8,1,0,7,2,3,7,68,21,7
MIMAT0004702,1,3,42,39,35,14,20,10,4,6,5,16,22,35,36,12,31,43,14,13,22,23,29,13,10,45,6,6,26,20,28,19,42,7,13,10,30,16,28,13,9,26,12,16,8,27,18,30,17,16,9,19,21,27,11,29,40
MIMAT0004703,1,13,307,76,51,163,13,191,72,40,243,106,35,217,397,88,94,140,118,47,160,373,344,26,8,313,57,93,70,461,23,93,184,17,57,332,255,52,16,62,48,150,156,1,180,75,50,66,43,220,388,65,529,697,433,133,61
MIMAT0004748,1,45,152,45,106,80,93,43,13,12,166,65,776,234,150,127,169,126,87,42,71,57,177,89,24,45,49,83,113,84,158,108,83,33,44,207,102,72,75,47,33,151,37,89,143,56,128,43,91,55,76,31,81,134,489,149,73
MIMAT0004749,1,4,27,6,9,1,11,2,0,2,9,11,8,8,8,9,8,13,16,1,11,8,11,16,3,7,4,8,10,5,5,5,9,3,1,2,9,3,23,6,3,3,9,9,15,1,3,17,4,1,3,2,2,13,19,20,12
MIMAT0004751,0,0,0,1,0,0,0,0,0,0,2,0,0,2,0,0,5,2,0,0,1,0,0,3,0,0,0,1,0,4,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,1,1
MIMAT0004752,1,1,6,9,5,5,10,7,0,0,1,1,8,7,4,1,23,20,4,11,23,6,0,13,12,9,6,11,9,28,23,2,0,0,0,4,1,1,30,3,4,0,3,9,8,22,2,3,6,5,0,1,22,4,28,6,2
MIMAT0004757,1,3,20,18,16,7,8,14,5,10,4,13,15,21,14,6,59,23,17,3,21,4,13,10,7,33,13,0,38,2624,8,6,10,13,2,7,7,43,7,30,5,3,21,15,12,9,4,15,1,5,37,10,5,23,81,68,22
MIMAT0004761,1,0,5,0,5,4,2,0,0,3,1,0,1,4,5,2,0,1,2,0,8,1,5,5,4,10,0,1,0,3,3,2,4,1,2,0,3,1,1,1,0,1,7,4,1,1,1,8,1,6,0,1,1,9,4,16,6
MIMAT0004762,0,0,6,0,0,1,0,1,0,0,1,0,1,2,3,1,2,0,0,0,2,0,1,2,1,3,0,1,0,1,0,1,2,0,1,0,0,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,2,0,0
MIMAT0004763,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
MIMAT0004764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIMAT0004765,0,1,3,0,1,2,0,1,4,1,3,2,7,0,3,2,0,2,2,0,13,4,2,0,0,0,0,3,1,6,5,1,2,2,1,1,0,0,10,2,0,5,1,0,15,2,0,0,1,6,2,2,1,0,3,0,3
MIMAT0004766,1,96,582,49,90,178,109,117,8,41,82,138,55,361,199,164,60,316,309,55,353,44,146,232,98,326,78,47,144,439,143,138,189,114,83,68,165,53,214,223,193,86,200,74,34,68,73,162,276,52,125,182,153,608,591,195,173
MIMAT0004767,1,8,28,10,51,47,19,5,1,4,7,15,34,10,15,14,23,17,6,13,23,13,18,45,13,35,40,9,11,40,38,5,6,15,6,15,23,12,17,40,4,2,8,24,5,20,12,11,15,32,7,21,37,18,108,94,19
MIMAT0004768,0,1,1,2,1,1,4,1,0,1,2,3,0,3,1,1,1,0,2,2,1,0,4,2,0,3,0,0,1,0,0,0,0,0,2,0,0,0,2,1,1,2,2,1,4,2,0,1,1,0,1,0,1,3,3,0,0
MIMAT0004770,0,0,3,0,1,0,0,0,0,0,0,0,1,0,2,1,0,0,2,1,1,12,0,0,2,0,0,0,0,7,3,0,1,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,1,0,0,5,0,0,0
MIMAT0004772,0,1,0,0,0,0,0,1,0,0,2,0,3,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0
MIMAT0004773,1,6,12,4,4,2,13,10,1,0,16,5,6,7,15,10,7,11,10,2,1,3,8,12,4,9,3,30,8,13,7,4,6,0,1,14,8,3,5,7,6,12,1,3,12,1,2,3,14,10,2,6,9,25,6,5,13
