accession_id,f3a7612e-35c3-43be-8f96-795874f8225c,3abbb570-87ad-44c5-b66d-141f63b0ca8b,dc300e50-f729-4d0e-8a33-606e95d91c95,a00a04b4-8de5-4f18-9dc2-531e21aa5167,0d003664-43ff-4eb5-b6c0-28ba7f26ee64,557f6cb1-95e3-4c8c-b253-538a415b0d07,ed76d786-d744-4067-b288-5fe2dc06a310,e4b1e8c9-5921-436d-8f6a-9af5b5baea8e,37fb952c-2a89-4903-98b9-6f6d36743218,a576843f-a9f7-47cf-a52f-7f01066fa160,0f40e7fd-789f-49f7-a797-76bbe3c84f47,ddde9a13-c70c-464c-8066-65a88ab92dc7,b70a538a-a0d7-4a0f-ab48-fd7b4457bfd3,aef6b437-1da5-4f69-970b-977cdc9cd5c5,8ecef704-ed0f-4700-a34e-46a174033332,f1d9de11-d45a-4443-ac6a-1f58888b6fcc,be8e6554-07ae-4ec2-8be0-8598556467c9,d7438c8a-6e39-4139-92e7-2aa05bae5d40,a4c3a7ab-2ddd-415d-a222-fd3dd1c01231,e83d4619-5e2b-4da7-8c05-93611ea76c85,8ec31b5f-bb8d-4c61-aac5-3204b66e81e2,f424bcaa-7212-4abc-8110-cff56b85c85a,e896f815-d8df-42cc-bdf6-04deb50f6c1a,85236a1e-2adb-459b-b868-b9486d9a285e,a4fc56a4-2493-451a-9b30-5aa38258bcce,6dc4e6bf-a8f6-4280-af19-5ed501969f01,7e975ee3-173d-4315-aacf-c201122d9868,52fed7ff-b663-4fc1-a294-57776659175a,d68e848a-5464-4471-88bd-3faf7e088d91,81ec1c9c-36c0-48e8-929a-8273d1d3febe,0f7a5400-3b1d-42d3-b47a-2979084bf616,8334ded1-3815-4766-8861-6fa8313fab6b,0895e2a3-5571-4ee2-b715-a424d0c9fec4,585f73db-7dc1-49d8-a601-f8d33b318a95,02fc7dd7-7e17-4930-8424-52173c33b29b,41cd380c-ab97-451e-80b7-3d9653a1e909,54fb48bb-ab47-4870-beb0-5713d15d8b58,415d3af2-fc41-43d5-b185-6a09946b9e84,265fa10b-9393-4c95-99a0-df47069deaac,ba7c9ae6-bb71-4bb4-8f3d-f2041f62896f,8f6d8863-21b1-4469-b233-21bb7c9b954c,7f06d0ce-d5ac-4a70-97ea-0ebb8e8b0f67,86e3408b-76a3-4834-b85e-4d2a07677304,f4987886-cc3e-4423-84ae-84911abcd473,86b5eaae-717c-4806-be60-7ffcab935908,e351b00e-5462-4be5-a57c-162a9b7b996e,3be37b85-90eb-4f47-909a-8be730172d92,3d4b6861-2763-451d-ae0a-6a5adfc591ec,475e779f-c6b7-4f7c-9616-f2c47b9b97a5,eaf6af76-2b28-4128-9371-a3d928d72370,d0982681-8799-412d-a868-81078e4a6560,a44df6fa-36a7-4500-90fd-d62baf48ef52,646eb67c-2e86-4f89-867f-78c31eff5fe0,91b36078-362b-4909-ac90-1b2d1ea4a545,aafbf8fb-290d-408e-b104-241b7d492895,ff79f645-81f1-4a3b-ae72-adc169f30143
MIMAT0003885,4,26,4,27,8,32,23,28,17,13,38,41,172,16,8,53,43,5,26,16,288,28,14,10,6,33,22,18,17,10,15,10,15,12,10,14,21,29,29,24,35,31,32,51,55,34,52,23,6,9,34,22,18,21,6,13
MIMAT0003886,32,38,31,38,18,22,63,114,21,84,28,70,28,36,14,92,21,31,99,38,74,50,39,12,60,14,34,104,31,31,91,13,47,28,7,17,188,36,55,101,62,18,49,22,45,69,47,108,20,16,53,60,33,45,55,46
MIMAT0003887,2,0,2,6,1,6,7,11,3,8,4,5,1,4,3,11,1,1,8,2,9,9,4,0,11,2,0,19,1,2,15,1,5,2,1,0,25,2,4,3,12,5,1,0,11,9,6,17,0,0,8,5,3,5,12,8
MIMAT0003888,3,11,17,8,8,26,43,22,13,68,10,13,5,8,11,43,38,15,43,22,43,57,46,7,5,1,25,76,8,8,30,6,17,4,25,9,14,3,76,32,23,10,43,10,32,38,51,46,2,22,36,6,20,32,31,10
MIMAT0003945,1,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,2,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,2,1,0,2,0,0,4,0,0,1,3,0,1,0,1
MIMAT0003948,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
MIMAT0004284,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MIMAT0004481,158,49,91,18,30,64,42,81,43,168,222,146,19,71,23,99,235,34,95,125,100,64,79,99,51,35,165,95,88,62,157,18,85,34,20,34,197,24,81,97,67,188,76,52,114,75,226,103,39,40,76,65,43,274,40,79
MIMAT0004482,127,102,102,21,57,54,37,58,60,358,35,153,24,36,158,66,130,61,127,38,72,122,146,16,108,27,77,93,153,41,143,28,109,36,34,46,305,44,97,86,68,52,78,43,167,94,466,75,19,59,88,58,48,45,76,62
MIMAT0004484,310,591,305,117,397,629,361,689,830,2240,725,731,435,227,1266,1154,977,355,956,285,829,420,1248,746,1083,232,576,739,977,268,954,419,1103,564,309,239,2802,827,601,701,341,392,605,315,778,1327,1001,1976,240,412,1784,390,560,986,760,682
MIMAT0004485,30,18,10,2,14,33,20,40,14,49,16,29,28,13,47,39,20,23,19,38,28,58,37,7,17,4,34,65,20,21,17,9,67,11,1,5,52,10,42,45,25,19,27,16,40,41,50,5,15,26,23,45,6,6,10,20
MIMAT0004486,4,6,8,1,1,3,10,10,6,19,3,6,2,0,6,3,14,3,5,5,10,5,9,3,7,2,5,9,7,1,8,5,7,6,4,1,19,2,7,14,4,4,13,4,6,11,20,12,1,4,15,5,5,3,7,5
MIMAT0004487,1,2,3,0,0,6,6,0,2,6,2,0,1,0,2,0,6,0,2,0,4,1,3,0,1,2,5,5,2,0,0,2,0,0,0,0,3,3,1,1,0,0,3,2,2,0,2,4,0,0,2,0,3,2,0,0
MIMAT0004488,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,2,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,2,0,2,1,2,1,0,0,0,1,0,2,0,1
MIMAT0004489,1,8,8,10,7,5,3,12,11,32,16,3,5,7,4,10,17,0,19,9,16,5,16,4,5,7,7,7,17,7,18,1,17,6,3,2,35,4,6,13,4,3,24,10,25,10,14,8,7,11,12,2,3,4,8,5
MIMAT0004490,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
MIMAT0004491,0,13,13,1,1,5,6,21,3,97,16,0,5,3,2,17,12,2,12,10,26,6,21,9,11,5,3,15,7,8,29,6,12,9,1,5,17,8,7,13,19,29,13,8,25,10,18,20,5,7,17,2,16,8,3,17
MIMAT0004492,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIMAT0004493,7,33,20,15,6,6,12,21,3,11,35,34,18,12,4,37,18,2,32,19,44,25,7,26,29,4,16,18,15,15,32,11,19,20,4,10,15,10,8,4,10,48,21,4,32,22,67,47,7,14,16,7,25,29,7,35
MIMAT0004494,2838,31232,30862,3963,2120,4079,2664,11728,5494,13651,1803,16528,21922,5576,2405,2481,21925,702,6214,3497,14706,2299,14568,1323,23020,2757,6141,5312,2662,4285,5834,3706,8105,2429,5043,16719,13212,12924,3567,5104,13168,3265,19350,8862,8410,8811,5513,22286,2094,4302,9103,18801,1526,1203,4107,7843
MIMAT0004495,14,91,147,48,48,148,71,100,47,125,72,73,12,79,26,34,164,72,206,86,110,100,66,26,137,22,64,134,42,106,95,74,46,55,44,45,298,92,126,94,91,56,84,50,81,90,107,69,36,19,92,82,31,53,52,82
MIMAT0004496,2,13,6,7,0,1,6,3,6,19,1,6,5,5,10,1,11,0,8,1,19,5,25,2,18,5,2,12,8,6,4,7,8,7,4,5,14,4,4,4,10,9,16,11,11,15,7,24,2,5,26,2,3,3,2,7
MIMAT0004497,43,46,78,36,14,182,27,122,43,102,28,61,26,73,24,46,86,58,92,60,148,168,65,42,116,28,74,162,36,90,67,35,37,74,26,19,123,52,79,92,180,130,86,68,147,63,91,240,27,25,85,41,31,43,64,76
MIMAT0004498,0,3,0,1,0,0,0,0,0,6,1,1,0,0,2,2,6,1,2,1,1,0,2,0,1,1,0,0,0,3,3,1,1,0,1,0,1,1,5,1,1,1,1,1,1,2,3,0,0,0,1,2,1,0,0,1
MIMAT0004499,18,25,24,8,3,4,16,10,5,3,2,19,8,5,6,1,17,4,30,8,4,16,45,0,11,0,11,24,4,8,22,5,18,5,1,5,29,11,14,23,1,3,14,0,22,24,10,22,2,12,16,22,5,1,11,11
MIMAT0004500,18,28,67,33,16,70,43,51,34,126,18,37,45,29,23,45,80,22,52,36,114,90,93,18,96,16,48,265,66,21,51,13,32,24,21,22,78,37,85,95,75,32,113,27,123,65,44,77,21,55,88,53,31,33,52,32
MIMAT0004501,5,58,63,10,4,10,3,40,14,68,18,15,28,11,24,4,129,3,11,24,52,5,39,11,31,4,13,92,14,27,22,10,24,39,13,4,29,6,18,19,43,38,209,4,16,33,17,65,8,17,26,12,7,2,7,83
MIMAT0004502,2727,7354,8806,2725,5527,12773,6693,15246,5950,19568,3892,6114,2867,4353,11202,4114,9691,6605,21016,5174,14002,6988,17580,3482,4928,3985,6412,10501,9551,8312,8451,2479,11169,4194,4538,3561,37457,2632,10140,6304,7857,5698,13664,5135,11702,10119,8797,8943,2362,4603,13700,3099,8012,5475,7470,15346
MIMAT0004503,6,10,8,7,2,15,10,15,12,37,18,12,8,8,0,7,12,3,9,7,27,15,27,8,9,7,9,24,12,16,32,4,11,10,14,2,32,5,11,11,14,20,36,13,54,10,5,16,12,12,21,11,5,3,17,14
MIMAT0004504,3,6,6,0,2,11,2,1,0,11,3,12,1,2,2,0,37,3,5,0,2,11,4,98,3,1,1,6,3,4,1,1,3,8,2,1,11,1,1,6,5,1,9,7,4,30,1,3,3,1,62,5,0,1,3,4
MIMAT0004505,0,2,6,2,1,2,5,3,0,5,7,1,1,2,0,3,11,2,0,1,7,0,0,3,1,0,1,2,3,0,3,2,6,1,0,0,9,3,5,7,2,4,2,1,0,3,4,2,1,0,3,1,3,1,3,4
MIMAT0004506,0,5,11,1,1,2,3,3,5,3,9,6,3,6,3,8,11,1,1,6,9,20,7,7,7,2,6,8,1,4,8,4,2,0,2,2,6,2,7,4,4,2,4,1,4,5,19,3,2,2,19,4,4,7,9,5
MIMAT0004507,2,18,9,7,2,1,8,4,0,11,13,4,5,3,10,15,26,2,1,5,19,1,7,9,8,2,1,8,5,2,4,2,1,9,1,0,23,3,6,7,3,17,25,2,23,7,7,0,6,1,8,0,4,7,1,7
MIMAT0004508,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MIMAT0004509,11,22,19,17,10,30,13,30,8,57,35,8,25,9,19,64,21,23,37,16,85,34,36,27,20,5,24,51,42,11,35,15,36,27,21,16,50,20,44,27,39,33,24,15,58,51,80,43,10,18,59,21,31,78,29,20
MIMAT0004510,0,0,3,0,0,0,0,2,0,0,2,0,1,0,0,2,5,0,0,0,1,0,2,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,3,0,0
MIMAT0004511,0,4,4,0,0,6,2,3,3,13,8,2,2,3,6,3,5,5,4,1,20,8,6,9,3,2,1,23,3,2,1,4,5,2,8,3,18,2,8,10,5,1,1,5,11,8,8,1,9,2,6,5,1,6,9,7
MIMAT0004512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
MIMAT0004513,5,7,10,4,1,8,6,14,6,13,8,3,13,7,0,6,8,1,15,4,27,6,18,4,7,2,17,33,9,9,6,1,11,2,4,2,28,7,12,4,9,19,34,11,13,22,7,8,10,2,24,16,4,28,1,14
MIMAT0004514,3,13,11,8,0,9,5,10,12,12,4,9,13,5,8,4,9,7,6,2,10,7,34,10,14,14,7,14,17,10,4,9,7,15,9,5,25,5,7,3,23,4,37,8,59,11,12,18,9,6,19,4,2,5,6,9
MIMAT0004515,12,72,29,77,13,114,52,44,136,562,66,35,85,54,106,57,61,52,45,79,70,204,284,90,158,75,83,199,132,31,207,49,85,146,44,71,187,95,63,72,52,158,99,43,230,68,80,58,46,60,103,147,32,29,127,49
MIMAT0004516,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MIMAT0004517,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,1,1,0,2,0,0,1,0,0,0,0,1,1,3,1,0,0,0,1,0,2,0,0
MIMAT0004518,6,11,24,33,9,6,28,25,17,62,40,23,6,6,21,45,46,10,25,21,25,25,22,29,19,11,28,38,21,23,36,12,6,4,5,13,21,8,22,19,19,22,34,7,42,16,53,12,4,4,24,12,16,10,11,29
MIMAT0004543,3,2,1,1,3,6,2,5,0,7,8,7,2,6,8,11,4,3,3,2,9,4,3,3,2,1,6,5,3,5,8,2,2,4,0,4,8,3,8,0,4,1,3,1,8,4,1,6,2,3,3,0,5,8,2,0
MIMAT0004548,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
MIMAT0004549,7,22,124,54,32,112,216,56,131,133,32,6,50,29,28,41,83,99,329,110,172,103,185,48,89,30,50,172,24,149,127,28,48,83,51,72,220,73,317,92,86,32,264,18,77,245,88,171,42,32,294,36,46,123,198,146
MIMAT0004550,32,14,76,32,56,131,13,164,26,145,20,32,37,21,22,5,5,19,21,35,37,63,121,2,43,35,112,70,155,27,221,18,19,40,7,25,147,13,89,23,22,7,25,33,181,41,55,32,5,11,21,10,11,6,8,12
MIMAT0004551,17,3,7,4,1,8,4,8,8,14,13,14,12,2,1,11,2,2,15,14,13,9,18,5,7,4,11,11,6,7,14,3,4,2,2,6,30,9,11,5,13,10,16,7,16,28,9,13,2,2,18,9,38,19,6,8
MIMAT0004552,0,2,9,5,4,3,4,11,3,43,27,2,12,15,9,5,1,4,4,3,31,1,20,0,15,4,4,33,4,13,8,2,9,2,0,4,8,4,34,13,8,0,41,10,21,14,7,8,0,2,5,8,3,2,7,10
MIMAT0004553,30,56,112,51,44,66,41,53,24,156,320,21,49,58,52,268,118,32,17,29,160,170,73,152,124,60,43,77,49,43,56,32,67,35,35,24,73,29,62,105,40,34,118,18,88,59,223,41,34,54,25,37,155,506,11,26
MIMAT0004554,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
MIMAT0004555,0,1,3,0,1,5,0,17,0,7,1,0,1,0,0,20,0,5,8,3,3,56,1,54,5,3,4,1,2,3,42,5,4,1,2,8,14,4,4,12,4,49,12,2,8,30,5,4,0,11,10,19,0,0,1,4
MIMAT0004556,18,10,36,1,13,42,13,56,7,91,17,8,19,14,16,4,5,29,34,43,53,20,50,10,22,8,13,45,14,19,22,3,42,13,15,11,238,11,19,34,30,5,98,31,46,49,36,14,10,9,26,13,8,110,18,10
MIMAT0004557,1,0,3,1,0,2,2,2,0,6,1,1,2,0,0,1,3,4,0,2,2,7,1,5,3,2,1,2,0,4,2,1,2,2,0,0,5,1,2,0,3,2,1,1,3,3,5,3,0,0,2,0,0,4,0,1
MIMAT0004558,710,1823,960,681,504,2987,745,15190,665,13110,667,1449,518,1134,2292,814,2314,1000,1289,917,711,996,2386,150,1304,177,597,1573,777,1718,1914,643,1880,489,1113,677,3422,1209,824,1106,1127,389,2045,924,883,4877,1665,829,346,829,3959,1174,1909,965,1149,1981
MIMAT0004559,5,40,32,40,12,143,56,479,40,518,103,24,47,33,29,211,23,34,109,43,60,72,89,9,39,15,36,52,153,22,103,9,127,33,48,8,274,24,94,59,60,90,119,48,26,86,75,287,14,55,311,28,128,165,158,65
MIMAT0004560,3,1,1,3,4,8,9,9,2,11,3,11,3,1,5,9,7,2,5,1,17,9,1,3,3,0,1,10,2,3,15,3,1,2,1,2,2,3,5,10,3,7,4,1,1,1,1,10,3,1,17,2,4,20,2,0
MIMAT0004561,1,8,0,1,0,2,2,0,2,0,0,0,0,1,1,1,0,1,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,13,0,1,0,5,0,0,0,0,0,0,0,0,0,16,0,0,1,0,1,13,0,0
MIMAT0004562,0,2,0,0,0,0,0,10,0,5,0,7,0,0,0,9,8,0,1,2,0,0,0,2,0,0,2,2,6,0,10,0,0,0,0,2,18,3,10,3,2,8,0,1,14,0,6,1,1,1,2,1,3,0,1,3
MIMAT0004563,4885,12867,12228,2779,7093,10951,4667,14567,9757,52856,3288,16807,2831,7487,4986,3218,9067,6741,26001,8766,8037,11087,17223,880,14025,1648,4638,21112,7458,7377,12076,5631,15321,5119,10523,3275,54827,5890,10773,11510,12452,2697,18201,16580,13152,22299,14799,6840,7673,8190,17606,13752,2664,1889,13740,5726
MIMAT0004564,14,52,64,9,18,75,18,73,19,185,64,39,24,49,26,27,73,51,68,42,65,102,39,10,34,18,30,80,30,44,22,20,74,30,23,14,164,37,63,73,74,39,55,74,66,54,82,37,41,41,60,62,11,27,34,25
MIMAT0004565,0,0,1,0,0,0,2,1,0,3,3,0,1,1,3,0,3,3,0,0,4,1,2,0,1,0,0,5,1,1,1,0,3,0,1,0,5,0,2,0,0,2,8,0,3,5,1,1,1,1,0,0,1,0,1,1
MIMAT0004566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MIMAT0004567,0,5,2,4,1,7,3,4,1,18,2,1,3,1,6,3,5,1,7,1,7,3,2,2,8,6,3,6,6,1,5,2,6,5,2,3,6,7,0,1,7,0,4,4,9,1,8,2,2,0,5,1,5,1,3,4
MIMAT0004568,0,4,4,2,1,1,6,7,0,6,2,8,2,4,2,2,8,0,15,3,3,1,3,2,4,0,3,4,1,9,5,2,1,0,2,0,9,0,7,0,7,1,12,2,2,2,3,1,0,0,4,4,0,0,0,5
MIMAT0004569,1,18,18,6,2,18,2,13,10,18,5,7,5,5,6,9,6,3,21,6,10,6,14,1,11,0,5,20,7,12,13,5,9,10,11,6,27,4,9,1,23,1,47,4,13,19,6,8,10,1,10,7,2,0,10,9
MIMAT0004570,0,5,1,5,0,0,1,4,0,1,5,16,9,5,2,2,2,0,4,3,14,3,2,10,10,8,5,7,0,4,22,13,2,8,1,4,6,5,17,2,5,1,46,2,18,6,6,4,11,0,10,3,1,2,2,16
MIMAT0004571,23,103,34,19,19,54,45,51,12,33,44,22,6,11,31,85,80,38,27,37,32,43,82,72,41,8,39,47,48,39,126,36,22,28,3,31,91,20,44,51,35,56,8,7,45,3,157,34,6,15,93,37,66,39,37,45
MIMAT0004584,29,57,55,56,23,90,124,76,55,276,21,47,32,39,34,63,175,17,197,58,156,50,123,18,121,15,87,215,86,50,97,59,132,42,32,57,259,93,94,92,90,38,178,64,195,108,142,185,23,47,157,77,66,33,154,73
MIMAT0004585,55,96,127,41,31,135,163,208,190,276,106,108,47,49,187,99,257,34,484,114,274,205,153,64,198,51,140,500,63,219,303,111,147,106,166,56,716,107,202,327,193,29,617,70,354,217,573,233,69,86,421,198,32,49,305,152
MIMAT0004586,30,56,50,116,30,30,110,84,43,260,219,130,45,50,61,308,173,20,97,165,67,195,60,183,53,18,49,114,25,93,224,39,94,46,16,24,151,39,85,104,92,62,75,25,118,147,285,137,31,35,106,54,59,85,65,125
MIMAT0004587,1,2,1,0,0,2,0,3,0,2,0,2,0,1,0,1,0,2,1,2,2,2,0,0,1,0,0,0,0,1,0,0,2,1,1,0,6,1,1,0,0,0,1,1,2,1,2,2,0,1,4,2,0,1,0,0
MIMAT0004588,3,48,18,17,9,28,17,27,8,32,8,21,10,27,22,24,38,22,30,26,32,28,15,21,17,8,7,21,10,15,18,11,25,28,15,11,72,19,21,32,22,46,12,21,27,36,25,9,24,10,51,14,8,6,18,32
MIMAT0004589,1,6,5,2,0,3,5,4,3,5,6,10,6,3,1,1,5,3,6,8,3,5,17,6,5,0,1,4,5,5,2,2,3,5,0,2,10,3,11,3,4,5,5,5,6,16,8,9,2,3,9,17,24,3,2,6
MIMAT0004592,0,3,3,1,2,0,4,1,2,6,1,0,1,2,1,0,4,2,3,4,3,1,3,0,3,0,1,6,1,2,1,0,0,1,1,0,14,0,2,3,2,0,6,4,0,4,1,0,1,0,3,0,0,0,1,2
MIMAT0004593,1,2,5,1,0,1,1,2,1,0,0,1,3,2,0,2,2,0,2,6,6,1,1,0,2,0,0,3,0,1,0,1,2,1,0,1,3,2,0,2,2,0,5,3,14,3,7,2,1,0,2,5,0,0,1,2
MIMAT0004594,0,4,8,1,0,4,3,6,2,18,4,2,2,1,5,7,2,2,5,3,13,3,9,0,2,0,4,7,2,12,4,3,4,4,2,6,10,4,6,13,7,2,15,3,8,8,5,10,5,3,7,3,0,2,2,5
MIMAT0004595,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIMAT0004596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIMAT0004597,81,455,880,520,232,1284,515,1175,436,3635,828,287,743,447,592,525,516,598,1580,426,2365,501,1576,473,622,395,690,1813,652,850,562,562,993,650,450,385,1299,465,1537,1316,1020,483,2718,690,1704,1578,701,560,636,363,1200,330,470,270,736,801
MIMAT0004598,259,1580,1753,891,825,1729,1053,2257,1097,13821,435,412,727,387,494,385,2332,750,587,422,1095,1261,5007,238,787,412,878,1015,1420,682,1257,673,1898,427,547,865,5460,1100,2356,1969,663,754,1056,1166,2688,1914,3681,2394,74,1090,2992,733,1218,586,896,889
MIMAT0004599,37,230,273,90,57,214,121,167,146,577,38,155,60,312,62,67,187,121,666,144,301,169,456,29,316,24,94,354,122,138,212,155,261,70,160,111,412,215,207,230,279,43,214,171,302,287,247,219,74,135,448,423,79,22,228,155
MIMAT0004600,4,48,71,61,13,41,10,29,17,89,11,25,35,29,9,50,41,44,29,64,81,8,92,22,52,105,55,114,22,326,15,25,49,59,20,18,56,37,165,75,36,3,74,26,379,40,47,116,16,22,39,15,55,17,20,113
MIMAT0004601,10,70,95,18,25,73,9,97,29,185,65,45,44,63,40,3,49,67,135,44,138,57,134,29,43,27,42,141,63,46,34,27,96,43,42,15,124,22,64,114,101,50,75,52,73,141,63,60,29,32,107,48,23,27,52,67
MIMAT0004602,2,4,7,3,1,4,13,11,6,27,6,7,5,4,5,7,24,8,2,12,14,10,6,7,19,1,3,8,7,7,12,2,19,5,6,2,42,3,9,21,12,9,13,9,9,14,20,1,1,5,13,24,1,4,4,4
MIMAT0004603,9,10,40,5,21,36,18,36,17,141,12,14,17,9,37,28,15,21,67,14,72,18,47,21,18,1,11,80,18,31,16,15,26,14,47,27,90,5,73,20,26,2,50,38,42,90,30,13,19,17,40,7,18,27,24,53
MIMAT0004604,188,745,746,221,309,846,1195,737,1120,3185,303,1021,249,707,411,255,882,326,1010,417,568,498,1353,102,631,123,298,1739,528,676,623,339,1032,299,581,340,3752,372,871,928,735,156,1225,899,976,1559,685,429,276,512,14012,620,247,172,720,463
MIMAT0004605,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1,2,0,0,0,0,1,0,0,0,0,0
MIMAT0004606,2,7,10,7,3,24,11,21,12,95,10,6,3,14,6,3,23,12,20,13,24,8,21,2,7,2,15,11,14,21,18,5,20,3,7,3,79,5,23,15,17,5,12,20,19,18,11,8,7,15,364,14,5,2,12,5
MIMAT0004607,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0
MIMAT0004608,0,0,0,0,1,0,0,3,0,8,5,0,4,0,0,0,0,1,4,2,0,0,24,1,0,0,3,37,0,6,0,0,5,1,3,0,4,0,0,15,0,0,18,1,10,0,10,41,0,5,0,0,0,0,4,0
MIMAT0004609,3,1,7,3,0,4,5,1,1,0,1,4,2,4,6,2,1,0,1,3,9,4,2,0,19,1,3,9,1,2,4,0,2,2,0,3,5,9,6,5,0,0,1,1,2,0,1,2,2,1,1,15,1,4,0,0
MIMAT0004610,1,3,10,5,2,0,8,6,8,1,3,1,4,0,4,3,2,0,3,2,9,1,10,1,3,3,2,30,4,5,7,4,1,4,1,3,0,2,16,5,3,0,64,3,17,20,7,3,3,0,14,1,1,0,5,4
MIMAT0004611,0,6,6,10,6,12,20,25,8,69,2,1,6,5,7,11,10,0,34,15,22,18,29,3,7,5,7,20,7,10,48,2,17,13,12,10,66,6,20,19,16,0,27,4,16,15,18,23,2,5,27,8,7,2,17,25
MIMAT0004612,0,0,1,0,1,1,3,1,0,2,1,0,0,1,0,0,2,0,0,2,1,3,0,0,0,1,1,1,0,0,2,0,0,2,0,0,0,1,2,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1
MIMAT0004613,0,2,1,1,1,0,9,8,0,4,3,3,0,0,0,3,0,0,4,1,2,1,12,0,2,0,1,8,3,0,2,2,0,1,0,2,4,4,4,3,3,0,8,2,5,4,4,14,0,2,7,2,4,1,8,0
MIMAT0004614,106,901,660,681,1170,1040,610,1359,1987,41145,778,337,368,466,1974,896,410,529,1215,484,1363,503,2395,265,838,238,963,2085,698,477,846,260,1360,874,530,618,2274,390,1611,611,977,351,1032,409,2208,977,1432,1287,197,508,1555,1139,560,428,1248,774
MIMAT0004615,2,0,2,1,1,5,1,12,3,36,3,2,2,4,9,6,8,3,6,2,8,5,4,3,3,3,4,6,8,7,4,2,5,6,2,1,22,1,11,9,4,2,8,8,10,10,1,8,4,2,7,6,3,1,3,5
MIMAT0004657,14,41,92,77,36,79,41,209,41,511,31,45,134,34,31,40,141,31,34,39,113,32,142,29,122,21,65,89,74,38,86,104,147,126,26,88,221,158,123,119,58,62,252,60,140,144,159,257,14,90,302,31,50,79,23,53
